Brazil has more than twice Bitcoin investors than its stock market and treasuries combined https://t.co/qp7AxYB6BP
0.5,0.5

"RT @BitraceToken: 🏁BITRACE ICO 🏁 Token Sale Overview
BITRACE Website: https://t.co/Xlo131TgK0

#bitrace #bitcoin #cryptocurrency #blockchai…"
0.0,0.0

RT @nntaleb: I just published “Bitcoin” https://t.co/O9a7VLowQ1
0.0,0.0

"#btc Fun read over morning tea 
Bitcoin To $55k? Mathematical Study Suggests It’s ‘Most Likely’ In 2018 https://t.co/CF9D3cj9Uw"
0.2,0.425

@OC3D great card bitcoin miners will love it
0.65,0.675

"With the futures contracts expiring this week, could this be the start of buying opportunities for #Bitcoin and #cryptocurrencies?"
0.0,0.0

RT @BW: How Nigerians beat Bitcoin scams https://t.co/sAZqymvzh4 https://t.co/MfIKGG8LO3
0.0,0.0

"RT @maxekaplan: Last year, banks made $6.4 bil on overdraft fees. Interest rates on savings accounts are at an all time low. Bank transfers…"
0.0,0.18333333333333332

"Opens Crypto Twitter.
""Bitconnect is the same as Litecoin""
Closes Crypto Twitter.😑

#BCC #bitconnect #scam #ponzi… https://t.co/VVn9PenU4K"
0.0,0.125

RT @carsenjk: $DNR Cold Storage Giveaway #2! I will be giving away a couple prototype Denarius Cold Storage Cards that I have been working…
-0.675,1.0

"Agam bizle eglenir
#bitcoin"
0.0,0.0

"RT @MarketWatch: The bitcoin bubble now dwarfs tulips and dot-com stocks, Goldman warns https://t.co/szpxpkgvKU"
0.0,0.0

"RT @dencity_life: Missed Bitcoin Rally, Invest In Dencity Now. 
$3M Raised
1200 Investors
Whale Round Ending Soon
Visit Our Website: https:…"
-0.2,0.4

 Wall Street Leaves Investors Turning to Bitcoin for Decent Returns
https://t.co/oa5Jhw57zI"
0.08333333333333333,0.4833333333333333

"RT @brucefenton: In January 2015, when Bitcoin was at €200, a professor hid one Bitcoin in a DNA sequence and challenged his students to de…"
0.0,0.0

"RT @MEPFuller: I go to some burger shop and see they accept Bitcoin.

Neat, I think, knowing the transfer fees would probably be, like, $20…"
0.0,0.0

https://t.co/P7sqi8l1FR
0.0,0.0

