"RT @mcspocky: tRump DID say he would run this country like his businesses.
#tRumpShutdown https://t.co/mO0yfxX3wk"
0.0,0.0

RT @MikeLevinCA: “A shutdown falls on the President’s lack of leadership.  He can’t even control his party and get people together in a roo…
0.0,0.0

"RT @igorbobic: Trump may have sat on the sidelines, but it is Democrats who will vote for this bill without protections for Dreamers.

On t…"
0.0,0.0

RT @mkraju: Trump sends out fundraising solicitation with the subject line: “Democrats CAVED”
-0.16666666666666666,0.3333333333333333

"@FoxNews @VP @ShannonBream @foxnewsnight please ask him directly about trump fucking a pornstar, and how that jibes… https://t.co/qFLFXSNyKR"
-0.25,0.6000000000000001

"RT @johncardillo: #DACA 'Dreamers' should be pissed off at @BarackObama , not @realDonaldTrump.

Obama gave them false hope with his uncons…"
-0.4000000000000001,0.6

@dropkickkimmy1 @johniadarola @justicedems You are hardly in touch with what Progressives want. Lol. You've OUTTED… https://t.co/OFf3VURCwY
0.25416666666666665,0.6208333333333333

"RT @Varneyco: STU'S TAKE: ""Senator Schumer's bluff has been called.  In the 'Trump Era' if you shut down the government to support people w…"
-0.15555555555555559,0.2888888888888889

"RT @LinDesigns111: @MKRIZSA50 #ComplicitGOP  The GOP is indeed 100% COMPLICIT in all the horrible things that Trump has done, does, and con…"
-1.0,1.0

"RT @osullivanauthor: Taylor Weyeneth, 24 years old, has had two jobs since college.  
(1) He was fired from a law firm for not showing up t…"
-0.05,0.30000000000000004

Neil deGrasse Tyson just hilariously dunked on Trump’s suspicious “health exam” results https://t.co/5Yf3gl9QaB
0.5,1.0

RT @VA_Amilyn_Holdo: “I believe it’s been a false choice that’s been presented” between keeping the government open and resolving the DACA…
-0.20000000000000004,0.55

"RT @dafneyagu: * THIS * PATHETIC * TRUE *
Trump needs to change a lightbulb. So,
He won’t. Instead,
He’ll lie that he changed it.
Then all…"
-0.325,0.825

One Year of Trump: Border Wall Prototypes Sit in Desert As Border-Crossings Surge to Obama Levels https://t.co/RVsuz1gAz7
0.0,0.0

"RT @JoyAnnReid: What about veterans benefits, as @Clyburn is talking about right now? The national free clinic network? These bills always…"
0.34285714285714286,0.6678571428571429

